,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units
29966,15468868,CHEMBL3534362,CHEMBL3527359,CL,mL.min-1.g-1,=,0.0123,CHEMBL1743317,Homo sapiens,Activity of human recombinant UGT1A7 expressed in baculovirus-infected insect cells assessed as intrinsic clearance for enzyme-mediated glucuronide formation per mg of protein at 1 to 250 uM after 10 mins by Michaelis-Menten plot analysis in presence of UDPGA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,1.23e-05,mL.min-1.kg-1
29967,15468871,CHEMBL3534365,CHEMBL3527359,CL,mL.min-1.g-1,=,0.0515,CHEMBL1743318,Homo sapiens,Activity of human recombinant UGT1A8 expressed in baculovirus-infected insect cells assessed as intrinsic clearance for enzyme-mediated glucuronide formation per mg of protein at 1 to 250 uM after 10 mins in presence of UDPGA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,5.15e-05,mL.min-1.kg-1
29968,15468874,CHEMBL3527842,CHEMBL3527359,CL,mL.min-1.g-1,=,0.132,CHEMBL1743319,Homo sapiens,Activity of human recombinant UGT1A9 expressed in baculovirus-infected insect cells assessed as intrinsic clearance for enzyme-mediated glucuronide formation per mg of protein at 1 to 250 uM after 5 mins by Michaelis-Menten plot analysis in presence of UDPGA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,0.000132,mL.min-1.kg-1
29969,15468878,CHEMBL3527846,CHEMBL3527359,CL,mL.min-1.g-1,=,0.0398,CHEMBL1743320,Homo sapiens,Activity of human recombinant UGT1A10 expressed in baculovirus-infected insect cells assessed as intrinsic clearance for enzyme-mediated glucuronide formation per mg of protein at 1 to 250 uM after 10 mins in presence of UDPGA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,3.9800000000000005e-05,mL.min-1.kg-1
29970,15468910,CHEMBL3537942,CHEMBL3527359,CL,mL.min-1.g-1,=,0.0174,CHEMBL2367379,Homo sapiens,Unbound intrinsic clearance in human liver microsomes assessed per mg of protein after 10 mins in presence of UDPGA and absence of fatty acid free BSA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,1.74e-05,mL.min-1.kg-1
29971,15468911,CHEMBL3537943,CHEMBL3527359,CL,mL.min-1.g-1,=,0.184,CHEMBL2367379,Homo sapiens,Unbound intrinsic clearance in human liver microsomes assessed per mg of protein after 10 mins in presence of UDPGA and 0.1% fatty acid free BSA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,0.000184,mL.min-1.kg-1
29972,15468912,CHEMBL3537944,CHEMBL3527359,CL,mL.min-1.g-1,=,0.184,CHEMBL2367379,Homo sapiens,Unbound intrinsic clearance in human liver microsomes assessed per mg of protein after 10 mins in presence of UDPGA and 0.5% fatty acid free BSA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,0.000184,mL.min-1.kg-1
29973,15468913,CHEMBL3537945,CHEMBL3527359,CL,mL.min-1.g-1,=,0.178,CHEMBL2367379,Homo sapiens,Unbound intrinsic clearance in human liver microsomes assessed per mg of protein after 10 mins in presence of UDPGA and 2% fatty acid free BSA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,0.000178,mL.min-1.kg-1
29974,15468922,CHEMBL3538261,CHEMBL3527359,CL,mL.min-1.g-1,=,0.138,CHEMBL1743319,Homo sapiens,Activity of human recombinant UGT1A9 expressed in baculovirus-infected insect cells assessed as unbound intrinsic clearance for enzyme-mediated glucuronidation per mg of protein after 5 mins by Michaelis-Menten plot analysis in presence of UDPGA and absence of fatty acid free BSA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,0.00013800000000000002,mL.min-1.kg-1
29975,15468923,CHEMBL3538262,CHEMBL3527359,CL,mL.min-1.g-1,=,0.25,CHEMBL1743319,Homo sapiens,Activity of human recombinant UGT1A9 expressed in baculovirus-infected insect cells assessed as unbound intrinsic clearance for enzyme-mediated glucuronidation per mg of protein after 5 mins by Michaelis-Menten plot analysis in presence of UDPGA and 0.1% fatty acid free BSA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,0.00025,mL.min-1.kg-1
29976,15468924,CHEMBL3538263,CHEMBL3527359,CL,mL.min-1.g-1,=,0.257,CHEMBL1743319,Homo sapiens,Activity of human recombinant UGT1A9 expressed in baculovirus-infected insect cells assessed as unbound intrinsic clearance for enzyme-mediated glucuronidation per mg of protein after 5 mins by Michaelis-Menten plot analysis in presence of UDPGA and 0.5% fatty acid free BSA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,0.000257,mL.min-1.kg-1
29977,15468925,CHEMBL3538264,CHEMBL3527359,CL,mL.min-1.g-1,=,0.316,CHEMBL1743319,Homo sapiens,Activity of human recombinant UGT1A9 expressed in baculovirus-infected insect cells assessed as unbound intrinsic clearance for enzyme-mediated glucuronidation per mg of protein after 5 mins by Michaelis-Menten plot analysis in presence of UDPGA and 2% fatty acid free BSA,A,COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)CCC(=O)O,0.000316,mL.min-1.kg-1
29981,15469079,CHEMBL3536197,CHEMBL1200681,CL,mL.min-1.g-1,=,140.0,CHEMBL2367379,Homo sapiens,Intrinsic clearance in human liver microsomes assessed as Vmax/Km at 0.02 uM,A,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],0.14,mL.min-1.kg-1
29985,15469192,CHEMBL3541975,CHEMBL888,CL,mL.min-1.g-1,=,491900.0,CHEMBL2447,Homo sapiens,"Drug metabolism assessed as intrinsic clearance for 2',2'-difluorodeoxycytidine formation incubated for 1 min in presence of human recombinant N-terminal His-tagged wild type DCK expressed in Escherichia coli BL21(DE3) cells by liquid chromatography-tandem mass spectrometry",A,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,491.9,mL.min-1.kg-1
29986,15469199,CHEMBL3541971,CHEMBL803,CL,mL.min-1.g-1,=,830.0,CHEMBL4502,Homo sapiens,Activity of human recombinant N-terminal His-SUMO fused wild type CDA expressed in Escherichia coli BL21(DE3) cells assessed as intrinsic clearance for arabinofuranosyl uridine formation by liquid chromatography-tandem mass spectrometry,A,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0.83,mL.min-1.kg-1
29987,15469200,CHEMBL3541970,CHEMBL803,CL,mL.min-1.g-1,=,740.0,CHEMBL4502,Homo sapiens,Activity of human recombinant N-terminal His-SUMO fused CDA Lys27Gln mutant expressed in Escherichia coli BL21(DE3) cells assessed as intrinsic clearance for arabinofuranosyl uridine formation by liquid chromatography-tandem mass spectrometry,A,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0.74,mL.min-1.kg-1
29988,15469201,CHEMBL3541969,CHEMBL803,CL,mL.min-1.g-1,=,340.0,CHEMBL4502,Homo sapiens,Activity of human recombinant N-terminal His-SUMO fused CDA Ala70Thr mutant expressed in Escherichia coli BL21(DE3) cells assessed as intrinsic clearance for arabinofuranosyl uridine formation by liquid chromatography-tandem mass spectrometry,A,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0.34,mL.min-1.kg-1
29989,15469205,CHEMBL3541965,CHEMBL888,CL,mL.min-1.g-1,=,300.0,CHEMBL4502,Homo sapiens,"Activity of human recombinant N-terminal His-SUMO fused wild type CDA expressed in Escherichia coli BL21(DE3) cells assessed as intrinsic clearance for 2',2'-difluorodeoxyuridine formation by liquid chromatography-tandem mass spectrometry",A,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,0.3,mL.min-1.kg-1
29990,15469206,CHEMBL3538246,CHEMBL888,CL,mL.min-1.g-1,=,350.0,CHEMBL4502,Homo sapiens,"Activity of human recombinant N-terminal His-SUMO fused CDA Lys27Gln mutant expressed in Escherichia coli BL21(DE3) cells assessed as intrinsic clearance for 2',2'-difluorodeoxyuridine formation by liquid chromatography-tandem mass spectrometry",A,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,0.35,mL.min-1.kg-1
29991,15469207,CHEMBL3538245,CHEMBL888,CL,mL.min-1.g-1,=,250.0,CHEMBL4502,Homo sapiens,"Activity of human recombinant N-terminal His-SUMO fused CDA Ala70Thr mutant expressed in Escherichia coli BL21(DE3) cells assessed as intrinsic clearance for 2',2'-difluorodeoxyuridine formation by liquid chromatography-tandem mass spectrometry",A,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,0.25,mL.min-1.kg-1
29992,15469212,CHEMBL3538240,CHEMBL803,CL,mL.min-1.g-1,=,231400.0,CHEMBL2447,Homo sapiens,Drug metabolism assessed as intrinsic clearance for human recombinant N-terminal His-tagged wild type DCK-mediated cytosine-beta-D-arabinofuranoside-5'-MP formation expressed in Escherichia coli BL21(DE3) incubated for 3 mins by liquid chromatography-tandem mass spectrometry,A,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,231.4,mL.min-1.kg-1
29995,15469215,CHEMBL3541984,CHEMBL3526970,CL,mL.min-1.g-1,=,27.0,CHEMBL2447,Homo sapiens,Drug metabolism assessed as intrinsic clearance for dFdU monophosphorylation formation incubated for 10 mins in presence of human recombinant N-terminal His-tagged wild type DCK expressed in Escherichia coli BL21(DE3) cells measured per mg of protein by liquid chromatography-tandem mass spectrometry,A,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)[nH]1,0.027,mL.min-1.kg-1
30024,15469656,CHEMBL3539583,CHEMBL1521,CL,mL.min-1.kg-1,=,16.0,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,16.0,mL.min-1.kg-1
30025,15469657,CHEMBL3539583,CHEMBL251074,CL,mL.min-1.kg-1,=,0.055,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,0.055,mL.min-1.kg-1
30026,15469658,CHEMBL3539583,CHEMBL714,CL,mL.min-1.kg-1,=,7.7,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,7.7,mL.min-1.kg-1
30027,15469659,CHEMBL3539583,CHEMBL154,CL,mL.min-1.kg-1,=,0.1,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0.1,mL.min-1.kg-1
30028,15469660,CHEMBL3539583,CHEMBL654,CL,mL.min-1.kg-1,=,8.0,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,CN1CCN2c3ncccc3Cc3ccccc3C2C1,8.0,mL.min-1.kg-1
30029,15469661,CHEMBL3539583,CHEMBL571,CL,mL.min-1.kg-1,=,1.6,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1.6,mL.min-1.kg-1
30030,15469662,CHEMBL3539583,CHEMBL521,CL,mL.min-1.kg-1,=,0.82,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.82,mL.min-1.kg-1
30031,15469663,CHEMBL3539583,CHEMBL38380,CL,mL.min-1.kg-1,=,73.2,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,73.2,mL.min-1.kg-1
30032,15469664,CHEMBL3539583,CHEMBL139,CL,mL.min-1.kg-1,=,3.5,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3.5,mL.min-1.kg-1
30033,15469665,CHEMBL3539583,CHEMBL1043,CL,mL.min-1.kg-1,=,0.48,CHEMBL372,Homo sapiens,Total clearance in iv dosed human,A,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.48,mL.min-1.kg-1
30037,15469771,CHEMBL3534130,CHEMBL191,CL,mL.min-1.kg-1,=,27.67,CHEMBL372,Homo sapiens,Clearance in men plasma at 50 mg by LC/MS/MS analysis,A,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,27.67,mL.min-1.kg-1
30038,15469772,CHEMBL3534131,CHEMBL191,CL,mL.min-1.kg-1,=,30.33,CHEMBL372,Homo sapiens,Clearance in women plasma at 50 mg by LC/MS/MS analysis,A,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,30.33,mL.min-1.kg-1
30039,15469789,CHEMBL3531081,CHEMBL1016,CL,mL.min-1.kg-1,=,2.333,CHEMBL372,Homo sapiens,Clearance in men plasma at 25 to 32 mg by LC/MS/MS analysis,A,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2.333,mL.min-1.kg-1
30040,15469790,CHEMBL3531082,CHEMBL1016,CL,mL.min-1.kg-1,=,2.5,CHEMBL372,Homo sapiens,Clearance in women plasma at 25 to 32 mg by LC/MS/MS analysis,A,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2.5,mL.min-1.kg-1
30041,15469799,CHEMBL3531091,CHEMBL1069,CL,mL.min-1.kg-1,=,6.667,CHEMBL372,Homo sapiens,Clearance in men plasma at 25 to 320 mg by LC/MS/MS analysis,A,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,6.667,mL.min-1.kg-1
30042,15469800,CHEMBL3531092,CHEMBL1069,CL,mL.min-1.kg-1,=,10.0,CHEMBL372,Homo sapiens,Clearance in women plasma at 25 to 320 mg by LC/MS/MS analysis,A,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,10.0,mL.min-1.kg-1
30043,15469809,CHEMBL3531101,CHEMBL1017,CL,mL.min-1.kg-1,=,298.33,CHEMBL372,Homo sapiens,Clearance in men plasma at 80 mg by LC/MS/MS analysis,A,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,298.33,mL.min-1.kg-1
30044,15469810,CHEMBL3531102,CHEMBL1017,CL,mL.min-1.kg-1,=,195.0,CHEMBL372,Homo sapiens,Clearance in women plasma at 80 mg by LC/MS/MS analysis,A,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,195.0,mL.min-1.kg-1
30045,15469815,CHEMBL3531107,CHEMBL191,CL,mL.min-1.kg-1,=,28.33,CHEMBL372,Homo sapiens,Clearance in human plasma expressing CYP2C8*1/*1 polymorphism at 50 mg by LC/MS/MS analysis,A,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,28.33,mL.min-1.kg-1
30080,15469978,CHEMBL3528695,CHEMBL1751,CL,mL.min-1.g-1,=,0.0036,CHEMBL613690,Homo sapiens,Uptake clearance in sandwich-cultured human hepatocytes lot Hu4165 suspensions measured per mg of protein at 0.05 to 1 uM at 37 degC on day 5 by scintillation spectroscopy,A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,3.6e-06,mL.min-1.kg-1
30081,15469979,CHEMBL3528694,CHEMBL1751,CL,mL.min-1.g-1,=,0.00188,CHEMBL613690,Homo sapiens,Uptake clearance in sandwich-cultured human hepatocytes lot 109 suspensions measured per mg of protein at 0.05 to 1 uM at 37 degC on day 5 by scintillation spectroscopy,A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1.88e-06,mL.min-1.kg-1
30082,15469980,CHEMBL3528693,CHEMBL1751,CL,mL.min-1.g-1,=,0.00453,CHEMBL613690,Homo sapiens,Uptake clearance in sandwich-cultured human hepatocytes lot Hu4165 suspensions measured per mg of protein at 0.05 to 1 uM at 37 degC after 0.5 to 2 mins by scintillation spectroscopy in presence of 100 uM rifamycin SV,A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,4.53e-06,mL.min-1.kg-1
30083,15469981,CHEMBL3528692,CHEMBL1751,CL,mL.min-1.g-1,=,0.00406,CHEMBL613690,Homo sapiens,Uptake clearance in sandwich-cultured human hepatocytes lot 109 suspensions measured per mg of protein at 0.05 to 1 uM at 37 degC after 0.5 to 2 mins by scintillation spectroscopy in presence of 100 uM rifamycin SV,A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,4.06e-06,mL.min-1.kg-1
30084,15470007,CHEMBL3538614,CHEMBL1751,CL,mL.min-1.g-1,=,0.00188,CHEMBL613690,Homo sapiens,Uptake clearance in sandwich-cultured human hepatocytes measured per mg of protein at 0.05 to 10 uM at 37 degC by scintillation spectroscopy,A,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1.88e-06,mL.min-1.kg-1
30085,15470070,CHEMBL3533032,CHEMBL1017,CL,mL.min-1.kg-1,=,0.0,CHEMBL372,Homo sapiens,Renal clearance in human,A,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.0,mL.min-1.kg-1
30086,15470071,CHEMBL3533032,CHEMBL526,CL,mL.min-1.kg-1,=,0.0,CHEMBL372,Homo sapiens,Renal clearance in human,A,CC(C)c1cccc(C(C)C)c1O,0.0,mL.min-1.kg-1
30087,15470072,CHEMBL3533032,CHEMBL80,CL,mL.min-1.kg-1,=,0.0,CHEMBL372,Homo sapiens,Renal clearance in human,A,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.0,mL.min-1.kg-1
30088,15470073,CHEMBL3533032,CHEMBL866,CL,mL.min-1.kg-1,=,0.01,CHEMBL372,Homo sapiens,Renal clearance in human,A,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,0.01,mL.min-1.kg-1
30089,15470074,CHEMBL3533032,CHEMBL457,CL,mL.min-1.kg-1,=,0.02,CHEMBL372,Homo sapiens,Renal clearance in human,A,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.02,mL.min-1.kg-1
30090,15470075,CHEMBL3533032,CHEMBL139,CL,mL.min-1.kg-1,=,0.06,CHEMBL372,Homo sapiens,Renal clearance in human,A,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.06,mL.min-1.kg-1
30091,15470076,CHEMBL3533031,CHEMBL1017,CL,mL.min-1.kg-1,=,12.32,CHEMBL372,Homo sapiens,Clearance in iv dosed human,A,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,12.32,mL.min-1.kg-1
30092,15470077,CHEMBL3533031,CHEMBL526,CL,mL.min-1.kg-1,=,27.72,CHEMBL372,Homo sapiens,Clearance in iv dosed human,A,CC(C)c1cccc(C(C)C)c1O,27.72,mL.min-1.kg-1
30093,15470078,CHEMBL3533031,CHEMBL80,CL,mL.min-1.kg-1,=,21.7,CHEMBL372,Homo sapiens,Clearance in iv dosed human,A,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,21.7,mL.min-1.kg-1
30094,15470079,CHEMBL3533031,CHEMBL866,CL,mL.min-1.kg-1,=,2.49,CHEMBL372,Homo sapiens,Clearance in iv dosed human,A,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,2.49,mL.min-1.kg-1
30095,15470080,CHEMBL3533031,CHEMBL457,CL,mL.min-1.kg-1,=,1.7,CHEMBL372,Homo sapiens,Clearance in iv dosed human,A,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1.7,mL.min-1.kg-1
30096,15470081,CHEMBL3533031,CHEMBL139,CL,mL.min-1.kg-1,=,4.84,CHEMBL372,Homo sapiens,Clearance in iv dosed human,A,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4.84,mL.min-1.kg-1
30097,15470103,CHEMBL3535506,CHEMBL1017,CL,mL.min-1.g-1,=,1.88,CHEMBL3542435,Homo sapiens,Drug metabolism in human intestinal microsomes assessed as UGT1A3-mediated unbound intrinsic glucuronidation clearance at 1 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 1% bovine serum albumin,A,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.00188,mL.min-1.kg-1
30098,15470104,CHEMBL3535505,CHEMBL526,CL,mL.min-1.g-1,=,2.13,CHEMBL1743319,Homo sapiens,Drug metabolism in human intestinal microsomes assessed as UGT1A9-mediated unbound intrinsic glucuronidation clearance at 5 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 2% bovine serum albumin,A,CC(C)c1cccc(C(C)C)c1O,0.00213,mL.min-1.kg-1
30099,15470105,CHEMBL3535505,CHEMBL80,CL,mL.min-1.g-1,=,0.292,CHEMBL1743319,Homo sapiens,Drug metabolism in human intestinal microsomes assessed as UGT1A9-mediated unbound intrinsic glucuronidation clearance at 5 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 2% bovine serum albumin,A,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0.000292,mL.min-1.kg-1
30101,15470107,CHEMBL3535503,CHEMBL457,CL,mL.min-1.g-1,=,0.824,CHEMBL1743319,Homo sapiens,Drug metabolism in human intestinal microsomes assessed as UGT1A9-mediated unbound intrinsic glucuronidation clearance at 1 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 1% bovine serum albumin,A,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.000824,mL.min-1.kg-1
30102,15470108,CHEMBL3535502,CHEMBL1138,CL,mL.min-1.g-1,=,23.8,CHEMBL4370,Homo sapiens,Drug metabolism in human intestinal microsomes assessed as UGT2B7-mediated unbound intrinsic glucuronidation clearance at 1 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 1% bovine serum albumin,A,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,0.0238,mL.min-1.kg-1
30104,15470110,CHEMBL3530839,CHEMBL1017,CL,mL.min-1.g-1,=,0.439,CHEMBL3542435,Homo sapiens,Drug metabolism in human kidney microsomes assessed as UGT1A3-mediated unbound intrinsic glucuronidation clearance at 1 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 1% bovine serum albumin,A,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.000439,mL.min-1.kg-1
30105,15470111,CHEMBL3530838,CHEMBL526,CL,mL.min-1.g-1,=,13.1,CHEMBL1743319,Homo sapiens,Drug metabolism in human kidney microsomes assessed as UGT1A9-mediated unbound intrinsic glucuronidation clearance at 5 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 2% bovine serum albumin,A,CC(C)c1cccc(C(C)C)c1O,0.013099999999999999,mL.min-1.kg-1
30107,15470113,CHEMBL3530836,CHEMBL866,CL,mL.min-1.g-1,=,17.6,CHEMBL1743319,Homo sapiens,Drug metabolism in human kidney microsomes assessed as UGT1A9-mediated unbound intrinsic glucuronidation clearance at 1 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 1% bovine serum albumin,A,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,0.0176,mL.min-1.kg-1
30108,15470114,CHEMBL3530672,CHEMBL457,CL,mL.min-1.g-1,=,24.4,CHEMBL4370,Homo sapiens,Drug metabolism in human kidney microsomes assessed as UGT2B7-mediated unbound intrinsic glucuronidation clearance at 1 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 1% bovine serum albumin,A,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.024399999999999998,mL.min-1.kg-1
30109,15470115,CHEMBL3541513,CHEMBL1138,CL,mL.min-1.g-1,=,6.34,CHEMBL1287617,Homo sapiens,Drug metabolism in human kidney microsomes assessed as UGT1A1-mediated unbound intrinsic glucuronidation clearance at 1 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 2% bovine serum albumin,A,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,0.00634,mL.min-1.kg-1
30111,15470117,CHEMBL3541511,CHEMBL1017,CL,mL.min-1.g-1,=,15.8,CHEMBL3542435,Homo sapiens,Drug metabolism in human liver microsomes assessed as UGT1A3-mediated unbound intrinsic glucuronidation clearance at 1 uM after 30 to 60 mins by LC-MS/MS analysis in presence of 1% bovine serum albumin,A,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.0158,mL.min-1.kg-1
