,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,assay_description,assay_type,smiles
23123,23272939,CHEMBL4835599,CHEMBL4863028,LogD,,=,5.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,CC(C)(C)c1ccc(C(=O)Nc2cc3c(cc2OC(F)(F)F)CCCCC3)cc1
23124,23272940,CHEMBL4835599,CHEMBL4877905,LogD,,=,5.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,CC(C)(C)c1ccc(C(=O)Nc2cc3c(cc2C#N)CCCCC3)cc1
23125,23272941,CHEMBL4835599,CHEMBL4871696,LogD,,=,4.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,CC(C)(C)c1ccc(C(=O)Nc2cc3c(cc2F)CCCCC3)cc1
23126,23272942,CHEMBL4835599,CHEMBL4852104,LogD,,=,4.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,Cc1cc2c(cc1NC(=O)c1ccc(C(C)(C)C)cc1)CCCCC2
23127,23272943,CHEMBL4835599,CHEMBL4866286,LogD,,=,5.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,CCc1cc2c(cc1NC(=O)c1ccc(C(C)(C)C)cc1)CCCCC2
23128,23272944,CHEMBL4835599,CHEMBL4873904,LogD,,=,4.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,CC(C)(C)c1ccc(C(=O)Nc2cc3c(cc2CO)CCCCC3)cc1
23129,23272945,CHEMBL4835599,CHEMBL4855403,LogD,,=,4.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,CC(C)(C)c1ccc(C(=O)Nc2ccc3c(c2)CCCCC3)cc1
23130,23272946,CHEMBL4835599,CHEMBL4847863,LogD,,=,4.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,COc1cc2c(cc1NC(=O)c1ccc(C(C)(C)O)cc1)CCCCC2
23131,23272947,CHEMBL4835599,CHEMBL4876378,LogD,,=,5.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,COc1cc2c(cc1NC(=O)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)CCCCC2
23132,23272948,CHEMBL4835599,CHEMBL4870484,LogD,,=,6.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,COc1cc2c(cc1NC(=O)c1ccc(C(C)(C)C(F)(F)F)cc1)CCCCC2
23133,23272949,CHEMBL4835599,CHEMBL4867970,LogD,,=,6.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,COc1cc2c(cc1NC(=O)c1ccc(C3(C(F)(F)F)CC3)cc1)CCCCC2
23134,23272950,CHEMBL4835599,CHEMBL4855458,LogD,,=,4.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,COc1cc2c(cc1NC(=O)c1ccc(C(C)(C)C#N)cc1)CCCCC2
23135,23272951,CHEMBL4835599,CHEMBL4852930,LogD,,=,4.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,COc1cc2c(cc1C(=O)Nc1ccc(C(C)(C)C)cc1)CCCCC2
23136,23272952,CHEMBL4835599,CHEMBL4849065,LogD,,=,4.2,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,CC(C)(C)c1ccc(NC(=O)c2cc3c(cc2O)CCCCC3)cc1
23137,23272953,CHEMBL4835599,CHEMBL4874706,LogD,,=,5.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,CC(C)(C)c1ccc(NC(=O)c2cc3c(cc2OC(F)F)CCCCC3)cc1
23138,23272955,CHEMBL4835599,CHEMBL4845849,LogD,,=,4.6,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,COc1nc2c(cc1C(=O)Nc1ccc(C(C)(C)C)cc1)CCCCC2
23139,23272957,CHEMBL4835599,CHEMBL4879003,LogD,,=,3.0,CHEMBL2362975,"Octanol-aqueous buffer distribution coefficient, log D of the compound by LC-MS analysis",P,COc1nc2c(cc1C(=O)Nc1ncc(C(C)(C)C)cn1)CCCCC2
23233,23289983,CHEMBL4839267,CHEMBL4849033,LogD,,=,2.5,CHEMBL2362975,"Octanol-water partition coefficient, logD of the compound at pH 7.4 by HPLC analysis",P,Cn1cc(Cc2cccs2)c(-c2cc(Cl)nc(N)n2)n1
23234,23289984,CHEMBL4839267,CHEMBL4874288,LogD,,=,2.8,CHEMBL2362975,"Octanol-water partition coefficient, logD of the compound at pH 7.4 by HPLC analysis",P,Cn1cc(Cc2cccc(F)c2)c(-c2cc(Cl)nc(N)n2)n1
23235,23289985,CHEMBL4839267,CHEMBL4848035,LogD,,=,2.7,CHEMBL2362975,"Octanol-water partition coefficient, logD of the compound at pH 7.4 by HPLC analysis",P,Cc1c(Cc2cccs2)c(-c2cc(Cl)nc(N)n2)nn1C
23236,23289986,CHEMBL4839267,CHEMBL4854762,LogD,,=,2.9,CHEMBL2362975,"Octanol-water partition coefficient, logD of the compound at pH 7.4 by HPLC analysis",P,Cc1c(Cc2ccccc2)c(-c2cc(Cl)nc(N)n2)nn1C
23238,23292422,CHEMBL4839885,CHEMBL4866948,LogD,,=,2.0,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)CSc2ccccc2Cl)cc1
23239,23292423,CHEMBL4839885,CHEMBL4848913,LogD,,=,1.4,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)CSc2ccccc2Cl)cn1
23240,23292424,CHEMBL4839885,CHEMBL4858680,LogD,,=,2.5,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,CCc1ccccc1SCC(=O)N(Cc1ccc(C#N)cc1)Cc1nnc(N)o1
23241,23292425,CHEMBL4839885,CHEMBL4868361,LogD,,=,3.0,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,CCc1c(F)cc(F)cc1O[C@H](C)C(=O)N(Cc1nnc(N)o1)Cc1ccc(C#N)cc1F
23242,23292426,CHEMBL4839885,CHEMBL4871322,LogD,,=,2.3,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)CSc2ccccc2CC(F)(F)F)c(F)c1
23243,23292427,CHEMBL4839885,CHEMBL4855293,LogD,,=,1.6,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)CSc2ccccc2OC(F)(F)F)c(F)c1
23244,23292429,CHEMBL4839885,CHEMBL4875119,LogD,,=,2.7,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,CCc1c(F)cc(F)cc1OCC(=O)N(Cc1nnc(N)o1)Cc1ccc(C#N)cc1F
23245,23292430,CHEMBL4839885,CHEMBL4850160,LogD,,=,2.4,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1cc(F)c(CN(Cc2nnc(N)o2)C(=O)CSc2cc(F)cc(F)c2Cl)c(F)c1
23246,23292431,CHEMBL4839885,CHEMBL4859350,LogD,,=,2.0,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,[2H]C([2H])(Oc1cc(F)cc(F)c1C([2H])([2H])C([2H])([2H])[2H])C(=O)N(Cc1nnc(N)o1)Cc1ccc(S(N)(=O)=O)cc1F
23247,23292432,CHEMBL4839885,CHEMBL4871142,LogD,,=,1.8,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,Nc1nnc(CN(Cc2ccc(S(N)(=O)=O)cc2F)C(=O)CSc2cc(F)cc(F)c2Cl)o1
23248,23292433,CHEMBL4839885,CHEMBL4879215,LogD,,=,1.0,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)COc2ccccc2Cl)cn1
23249,23292434,CHEMBL4839885,CHEMBL4868128,LogD,,=,2.2,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,Nc1nnc(CN(Cc2ccc(O)nc2)C(=O)COc2cc(F)cc(F)c2C2CC2)o1
23250,23292435,CHEMBL4839885,CHEMBL4869323,LogD,,=,1.4,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)COc2cc(F)cc(F)c2Cl)cn1
23251,23292436,CHEMBL4839885,CHEMBL4860761,LogD,,=,2.1,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,[2H]C([2H])(Oc1cc(F)cc(F)c1C([2H])([2H])C([2H])([2H])[2H])C(=O)N(Cc1ccc(C#N)nc1)Cc1nnc(N)o1
23252,23292437,CHEMBL4839885,CHEMBL4872156,LogD,,=,2.8,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,CCc1c(F)cc(F)cc1OCC(=O)N(Cc1ccc(C#N)cc1)Cc1nnc(N)o1
23253,23292438,CHEMBL4839885,CHEMBL4878707,LogD,,=,2.6,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)CSc2cc(F)cc(F)c2Cl)c(F)c1
23254,23292439,CHEMBL4839885,CHEMBL4856811,LogD,,=,3.0,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,[2H]C([2H])(Oc1cc(F)cc(F)c1C([2H])([2H])C([2H])([2H])[2H])C(=O)N(Cc1nnc(N)o1)Cc1ccc(C#N)cc1F
23255,23292440,CHEMBL4839885,CHEMBL4867626,LogD,,=,2.1,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,Nc1nnc(CN(Cc2ccc(S(N)(=O)=O)cc2F)C(=O)COc2cc(F)cc(F)c2C2CC2)o1
23256,23292441,CHEMBL4839885,CHEMBL4869048,LogD,,=,2.1,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,CCc1c(F)cc(F)cc1OCC(=O)N(Cc1nnc(N)o1)Cc1ccc(S(N)(=O)=O)cc1F
23257,23292443,CHEMBL4839885,CHEMBL4871343,LogD,,=,1.1,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)CSc2ncccc2Cl)cn1
23258,23292444,CHEMBL4839885,CHEMBL4868556,LogD,,=,2.2,CHEMBL2362975,"Lipophilicity, logD of the compound in 1-octanol and phosphate buffer at pH 7.4 at 25 uM incubated for 2 hrs under shaking condition by LC-MS/MS analysis",P,N#Cc1ccc(CN(Cc2nnc(N)o2)C(=O)COc2cc(F)cc(F)c2C2CC2)cn1
